file_name,label,reciter,surah,duration_seconds,sample_rate_hz,generation_method,source
109_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,109,41.561,44100,ElevenLabs,AI-generated
109_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,109,23.876,44100,ElevenLabs,AI-generated
109_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,109,30.119,44100,ElevenLabs,AI-generated
109_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,109,30.589,44100,ElevenLabs,AI-generated
109_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,109,34.194,44100,ElevenLabs,AI-generated
109_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,109,35.866,44100,ElevenLabs,AI-generated
109_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,109,27.638,44100,ElevenLabs,AI-generated
109_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,109,46.759,44100,ElevenLabs,AI-generated
110_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,110,28.029,44100,ElevenLabs,AI-generated
110_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,110,20.114,44100,ElevenLabs,AI-generated
110_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,110,23.876,44100,ElevenLabs,AI-generated
110_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,110,23.954,44100,ElevenLabs,AI-generated
110_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,110,18.834,44100,ElevenLabs,AI-generated
110_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,110,21.969,44100,ElevenLabs,AI-generated
110_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,110,23.406,44100,ElevenLabs,AI-generated
110_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,110,24.346,44100,ElevenLabs,AI-generated
110_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,110,21.238,44100,ElevenLabs,AI-generated
110_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,110,28.029,44100,ElevenLabs,AI-generated
111_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,111,34.691,44100,ElevenLabs,AI-generated
111_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,111,23.876,44100,ElevenLabs,AI-generated
111_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,111,29.153,44100,ElevenLabs,AI-generated
111_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,111,24.999,44100,ElevenLabs,AI-generated
111_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,111,21.786,44100,ElevenLabs,AI-generated
111_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,111,25.156,44100,ElevenLabs,AI-generated
111_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,111,29.466,44100,ElevenLabs,AI-generated
111_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,111,26.201,44100,ElevenLabs,AI-generated
111_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,111,24.529,44100,ElevenLabs,AI-generated
111_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,111,32.836,44100,ElevenLabs,AI-generated
112_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,112,17.084,44100,ElevenLabs,AI-generated
112_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,112,11.964,44100,ElevenLabs,AI-generated
112_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,112,19.069,44100,ElevenLabs,AI-generated
112_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,112,13.244,44100,ElevenLabs,AI-generated
112_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,112,14.681,44100,ElevenLabs,AI-generated
112_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,112,14.838,44100,ElevenLabs,AI-generated
112_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,112,14.446,44100,ElevenLabs,AI-generated
112_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,112,16.588,44100,ElevenLabs,AI-generated
112_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,112,13.636,44100,ElevenLabs,AI-generated
112_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,112,18.991,44100,ElevenLabs,AI-generated
113_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,113,28.839,44100,ElevenLabs,AI-generated
113_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,113,19.331,44100,ElevenLabs,AI-generated
113_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,113,20.506,44100,ElevenLabs,AI-generated
113_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,113,18.756,44100,ElevenLabs,AI-generated
113_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,113,24.033,44100,ElevenLabs,AI-generated
113_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,113,30.119,44100,ElevenLabs,AI-generated
113_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,113,26.436,44100,ElevenLabs,AI-generated
113_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,113,27.246,44100,ElevenLabs,AI-generated
113_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,113,20.114,44100,ElevenLabs,AI-generated
113_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,113,29.153,44100,ElevenLabs,AI-generated
114_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,114,31.007,44100,ElevenLabs,AI-generated
114_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,114,24.607,44100,ElevenLabs,AI-generated
114_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,114,37.251,44100,ElevenLabs,AI-generated
114_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,114,21.891,44100,ElevenLabs,AI-generated
114_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,114,27.873,44100,ElevenLabs,AI-generated
114_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,114,39.393,44100,ElevenLabs,AI-generated
114_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,114,34.769,44100,ElevenLabs,AI-generated
114_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,114,28.761,44100,ElevenLabs,AI-generated
114_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,114,22.909,44100,ElevenLabs,AI-generated
114_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,114,44.278,44100,ElevenLabs,AI-generated
1_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,1,40.202,44100,ElevenLabs,AI-generated
1_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,1,27.951,44100,ElevenLabs,AI-generated
1_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,1,44.434,44100,ElevenLabs,AI-generated
1_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,1,36.362,44100,ElevenLabs,AI-generated
1_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,1,33.071,44100,ElevenLabs,AI-generated
1_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,1,42.109,44100,ElevenLabs,AI-generated
1_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,1,44.748,44100,ElevenLabs,AI-generated
1_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,1,34.116,44100,ElevenLabs,AI-generated
1_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,1,31.321,44100,ElevenLabs,AI-generated
1_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,1,48.274,44100,ElevenLabs,AI-generated
86_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,86,92.996,44100,ElevenLabs,AI-generated
86_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,86,64.444,44100,ElevenLabs,AI-generated
86_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,86,77.401,44100,ElevenLabs,AI-generated
86_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,86,79.726,44100,ElevenLabs,AI-generated
86_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,86,68.911,44100,ElevenLabs,AI-generated
86_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,86,81.711,44100,ElevenLabs,AI-generated
86_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,86,84.506,44100,ElevenLabs,AI-generated
86_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,86,71.967,44100,ElevenLabs,AI-generated
86_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,86,67.004,44100,ElevenLabs,AI-generated
86_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,86,92.108,44100,ElevenLabs,AI-generated
87_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,87,95.556,44100,ElevenLabs,AI-generated
87_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,87,72.516,44100,ElevenLabs,AI-generated
87_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,87,74.606,44100,ElevenLabs,AI-generated
87_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,87,72.751,44100,ElevenLabs,AI-generated
87_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,87,75.546,44100,ElevenLabs,AI-generated
87_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,87,81.946,44100,ElevenLabs,AI-generated
87_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,87,87.719,44100,ElevenLabs,AI-generated
87_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,87,80.927,44100,ElevenLabs,AI-generated
87_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,87,74.188,44100,ElevenLabs,AI-generated
87_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,87,96.758,44100,ElevenLabs,AI-generated
88_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,88,128.993,44100,ElevenLabs,AI-generated
88_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,88,92.186,44100,ElevenLabs,AI-generated
88_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,88,104.046,44100,ElevenLabs,AI-generated
88_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,88,109.949,44100,ElevenLabs,AI-generated
88_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,88,98.273,44100,ElevenLabs,AI-generated
88_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,88,105.639,44100,ElevenLabs,AI-generated
88_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,88,114.129,44100,ElevenLabs,AI-generated
88_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,88,103.706,44100,ElevenLabs,AI-generated
88_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,88,91.559,44100,ElevenLabs,AI-generated
88_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,88,124.761,44100,ElevenLabs,AI-generated
90_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,90,109.714,44100,ElevenLabs,AI-generated
90_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,90,79.229,44100,ElevenLabs,AI-generated
90_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,90,92.604,44100,ElevenLabs,AI-generated
90_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,90,85.002,44100,ElevenLabs,AI-generated
90_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,90,83.958,44100,ElevenLabs,AI-generated
90_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,90,91.873,44100,ElevenLabs,AI-generated
90_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,90,95.634,44100,ElevenLabs,AI-generated
90_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,90,91.638,44100,ElevenLabs,AI-generated
90_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,90,80.588,44100,ElevenLabs,AI-generated
90_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,90,104.673,44100,ElevenLabs,AI-generated
91_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,91,71.314,44100,ElevenLabs,AI-generated
91_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,91,57.626,44100,ElevenLabs,AI-generated
91_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,91,62.589,44100,ElevenLabs,AI-generated
91_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,91,62.198,44100,ElevenLabs,AI-generated
91_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,91,61.466,44100,ElevenLabs,AI-generated
91_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,91,70.766,44100,ElevenLabs,AI-generated
91_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,91,69.251,44100,ElevenLabs,AI-generated
91_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,91,75.886,44100,ElevenLabs,AI-generated
91_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,91,57.469,44100,ElevenLabs,AI-generated
91_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,91,77.793,44100,ElevenLabs,AI-generated
92_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,92,105.796,44100,ElevenLabs,AI-generated
92_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,92,77.401,44100,ElevenLabs,AI-generated
92_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,92,90.828,44100,ElevenLabs,AI-generated
92_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,92,79.647,44100,ElevenLabs,AI-generated
92_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,92,83.148,44100,ElevenLabs,AI-generated
92_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,92,89.548,44100,ElevenLabs,AI-generated
92_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,92,85.002,44100,ElevenLabs,AI-generated
92_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,92,87.798,44100,ElevenLabs,AI-generated
92_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,92,81.319,44100,ElevenLabs,AI-generated
92_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,92,107.651,44100,ElevenLabs,AI-generated
93_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,93,61.466,44100,ElevenLabs,AI-generated
93_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,93,43.468,44100,ElevenLabs,AI-generated
93_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,93,47.882,44100,ElevenLabs,AI-generated
93_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,93,50.207,44100,ElevenLabs,AI-generated
93_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,93,44.434,44100,ElevenLabs,AI-generated
93_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,93,48.509,44100,ElevenLabs,AI-generated
93_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,93,46.524,44100,ElevenLabs,AI-generated
93_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,93,43.076,44100,ElevenLabs,AI-generated
93_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,93,41.561,44100,ElevenLabs,AI-generated
93_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,93,55.484,44100,ElevenLabs,AI-generated
94_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,94,35.971,44100,ElevenLabs,AI-generated
94_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,94,27.716,44100,ElevenLabs,AI-generated
94_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,94,26.436,44100,ElevenLabs,AI-generated
94_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,94,29.309,44100,ElevenLabs,AI-generated
94_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,94,27.167,44100,ElevenLabs,AI-generated
94_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,94,36.284,44100,ElevenLabs,AI-generated
94_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,94,30.198,44100,ElevenLabs,AI-generated
94_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,94,31.869,44100,ElevenLabs,AI-generated
94_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,94,28.526,44100,ElevenLabs,AI-generated
94_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,94,36.284,44100,ElevenLabs,AI-generated
95_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,95,41.953,44100,ElevenLabs,AI-generated
95_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,95,33.881,44100,ElevenLabs,AI-generated
95_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,95,41.247,44100,ElevenLabs,AI-generated
95_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,95,37.407,44100,ElevenLabs,AI-generated
95_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,95,35.161,44100,ElevenLabs,AI-generated
95_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,95,44.748,44100,ElevenLabs,AI-generated
95_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,95,44.513,44100,ElevenLabs,AI-generated
95_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,95,42.266,44100,ElevenLabs,AI-generated
95_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,95,37.251,44100,ElevenLabs,AI-generated
95_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,95,61.309,44100,ElevenLabs,AI-generated
96_ Abdullah-Al-Qarafi_Fake.wav,synthetic, Abdullah-Al-Qarafi,96,75.807,44100,ElevenLabs,AI-generated
96_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,96,93.074,44100,ElevenLabs,AI-generated
96_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,96,70.191,44100,ElevenLabs,AI-generated
96_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,96,70.766,44100,ElevenLabs,AI-generated
96_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,96,71.889,44100,ElevenLabs,AI-generated
96_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,96,87.876,44100,ElevenLabs,AI-generated
96_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,96,82.364,44100,ElevenLabs,AI-generated
96_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,96,80.849,44100,ElevenLabs,AI-generated
96_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,96,69.486,44100,ElevenLabs,AI-generated
96_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,96,91.873,44100,ElevenLabs,AI-generated
